Red meat and poultry production (million pounds),,,,,,,,,,,,,,,
Type 1/,Commercial 2/,,,,,,,,,,Federally inspected,,,,
,Beef 3/,Veal 3/,Pork 3/,Lamb and mutton 3/,Total red meat 3/ 4/,Beef 3/,Veal 3/,Pork 3/,Lamb and mutton 3/,Total red meat 3/ 4/,Broilers 5/,Other chicken 5/,Turkey 5/,Total poultry 4/ 5/ 6/,Total red meat and poultry 4/
Jun-2005,"2,227.0",13.2,"1,706.5",15.3,"3,962.0","2,199.0",12.9,"1,692.9",14.6,"3,919.3","3,055.4",48.1,490.0,"3,605.0","7,524.3"
May-2005,"2,074.0",13.2,"1,611.4",14.8,"3,713.5","2,046.7",12.9,"1,595.7",14.3,"3,669.6","3,023.2",45.1,461.0,"3,540.8","7,210.4"
Apr-2005,"1,887.8",13.0,"1,703.4",15.5,"3,619.7","1,860.3",12.6,"1,690.6",14.9,"3,578.4","2,855.4",44.4,446.0,"3,356.5","6,934.9"
Mar-2005,"2,041.7",13.3,"1,803.7",19.5,"3,878.1","2,010.3",12.9,"1,787.7",18.8,"3,829.8","3,036.4",46.5,463.1,"3,557.9","7,387.7"
Feb-2005,"1,767.4",12.0,"1,629.2",15.1,"3,423.8","1,739.0",11.7,"1,616.0",14.6,"3,381.4","2,667.9",38.8,409.2,"3,125.8","6,507.2"
Jan-2005,"1,915.6",13.3,"1,704.8",14.5,"3,648.2","1,883.6",13.0,"1,691.5",13.7,"3,601.8","2,884.1",38.7,455.3,"3,389.5","6,991.3"
Dec-2004,"2,042.0",14.9,"1,857.0",17.0,"3,930.4","2,012.0",14.5,"1,840.0",16.2,"3,882.0","2,836.9",42.5,440.0,"3,331.1","7,213.1"
Nov-2004,"1,941.0",13.8,"1,799.0",16.5,"3,770.1","1,909.0",13.3,"1,784.0",15.8,"3,722.0","2,796.9",40.6,483.2,"3,331.5","7,053.5"
Oct-2004,"2,114.0",12.4,"1,779.0",16.3,"3,921.1","2,081.0",11.9,"1,764.0",15.5,"3,872.0","2,903.6",43.7,466.2,"3,424.6","7,296.6"
Sep-2004,"2,105.0",12.9,"1,772.0",16.3,"3,906.3","2,075.0",12.5,"1,755.0",15.6,"3,857.0","2,974.1",46.5,458.5,"3,490.7","7,347.7"
Aug-2004,"2,151.0",14.0,"1,699.0",15.2,"3,879.6","2,122.0",13.6,"1,681.0",14.4,"3,831.0","2,989.5",45.7,469.6,"3,515.8","7,346.8"
Jul-2004,"2,104.0",13.3,"1,576.0",14.2,"3,707.9","2,077.0",12.9,"1,562.0",13.5,"3,666.0","2,875.8",43.5,462.0,"3,391.9","7,057.9"
Jun-2004,"2,227.0",13.3,"1,672.0",15.6,"3,927.6","2,198.0",12.9,"1,657.0",14.9,"3,883.0","2,906.4",43.7,467.5,"3,428.6","7,311.6"
May-2004,"2,070.0",13.7,"1,500.0",13.1,"3,596.9","2,043.0",13.4,"1,486.0",12.3,"3,555.0","2,771.4",39.2,449.1,"3,270.1","6,825.1"
Apr-2004,"1,956.0",13.9,"1,725.0",17.5,"3,712.8","1,929.0",13.5,"1,711.0",16.5,"3,669.0","2,814.2",42.2,449.2,"3,316.9","6,985.9"
Mar-2004,"2,108.0",14.1,"1,801.0",22.2,"3,945.0","2,076.0",13.6,"1,785.0",21.5,"3,895.0","2,903.2",45.1,470.9,"3,431.0","7,326.0"
Feb-2004,"1,804.0",14.5,"1,571.0",14.8,"3,404.8","1,775.0",14.1,"1,557.0",14.1,"3,360.0","2,467.8",32.3,398.0,"2,908.4","6,268.4"
Jan-2004,"1,926.0",16.0,"1,758.0",15.5,"3,715.5","1,894.0",15.6,"1,743.0",14.8,"3,668.0","2,823.6",39.2,440.0,"3,314.4","6,982.4"
Dec-2003,"1,978.0",19.0,"1,869.0",18.0,"3,884.0","1,948.0",18.5,"1,851.0",17.2,"3,835.0","2,763.6",39.1,439.4,"3,254.0","7,089.0"
Nov-2003,"1,783.0",15.2,"1,718.0",16.3,"3,532.7","1,755.0",14.7,"1,703.0",15.6,"3,488.0","2,423.9",33.9,455.5,"2,923.7","6,411.7"
Oct-2003,"2,212.0",16.3,"1,912.0",17.9,"4,158.3","2,178.0",15.7,"1,894.0",17.2,"4,105.0","3,052.8",43.7,528.4,"3,638.1","7,743.1"
Sep-2003,"2,314.0",15.3,"1,668.0",16.9,"4,014.3","2,285.0",14.7,"1,650.0",16.1,"3,966.0","2,817.2",40.2,459.6,"3,328.4","7,294.4"
Aug-2003,"2,328.0",14.1,"1,559.0",15.7,"3,916.7","2,300.0",13.7,"1,541.0",14.9,"3,870.0","2,742.3",41.4,455.6,"3,248.9","7,118.9"
Jul-2003,"2,439.0",14.8,"1,580.0",15.7,"4,050.1","2,411.0",14.3,"1,562.0",14.9,"4,003.0","2,888.1",46.5,493.5,"3,437.7","7,440.7"
Jun-2003,"2,391.0",15.0,"1,531.0",15.2,"3,952.3","2,364.0",14.5,"1,515.0",14.5,"3,908.0","2,759.8",44.5,482.5,"3,295.9","7,203.9"
May-2003,"2,360.0",15.8,"1,551.0",15.2,"3,942.4","2,332.0",15.3,"1,535.0",14.5,"3,896.0","2,781.2",44.0,481.7,"3,316.9","7,212.9"
Apr-2003,"2,151.0",16.0,"1,659.0",19.5,"3,845.8","2,121.0",15.5,"1,642.0",18.6,"3,797.0","2,733.6",43.5,474.4,"3,261.9","7,058.9"
Mar-2003,"2,048.0",16.5,"1,623.0",18.1,"3,706.1","2,018.0",16.0,"1,606.0",17.6,"3,657.0","2,592.4",41.1,468.5,"3,111.4","6,768.4"
Feb-2003,"1,942.0",15.8,"1,523.0",15.1,"3,496.1","1,912.0",15.3,"1,506.0",14.3,"3,448.0","2,419.5",39.5,431.4,"2,900.0","6,348.0"
Jan-2003,"2,291.0",17.8,"1,752.0",16.0,"4,077.3","2,256.0",17.3,"1,734.0",15.4,"4,023.0","2,774.6",45.2,479.8,"3,310.6","7,333.6"
Dec-2002,"2,107.0",18.0,"1,715.0",18.5,"3,858.2","2,075.0",17.4,"1,694.0",17.8,"3,804.0","2,527.4",42.2,463.4,"3,043.6","6,847.6"
Nov-2002,"2,164.0",16.9,"1,709.0",17.8,"3,907.1","2,134.0",16.3,"1,691.0",17.1,"3,859.0","2,455.5",40.9,492.3,"2,998.0","6,857.0"
Oct-2002,"2,512.0",18.7,"1,831.0",19.7,"4,382.1","2,474.0",18.0,"1,810.0",18.8,"4,321.0","2,953.3",50.7,525.9,"3,541.5","7,862.5"
Sep-2002,"2,201.0",16.3,"1,638.0",17.6,"3,873.2","2,170.0",15.7,"1,617.0",16.8,"3,820.0","2,596.4",46.4,444.6,"3,098.3","6,918.3"
Aug-2002,"2,469.0",16.7,"1,637.0",16.6,"4,139.6","2,438.0",16.2,"1,617.0",15.7,"4,087.0","2,828.3",49.2,481.9,"3,369.4","7,456.4"
Jul-2002,"2,427.0",16.7,"1,557.0",16.3,"4,016.5","2,398.0",16.2,"1,538.0",15.4,"3,967.0","2,826.5",48.3,485.6,"3,370.0","7,337.0"
Jun-2002,"2,302.0",14.6,"1,479.0",15.1,"3,810.8","2,274.0",14.1,"1,461.0",14.4,"3,764.0","2,587.1",44.0,452.9,"3,092.8","6,856.8"
May-2002,"2,336.0",15.5,"1,646.0",19.5,"4,017.3","2,306.0",15.0,"1,628.0",18.6,"3,968.0","2,894.9",46.5,496.8,"3,449.4","7,417.4"
Apr-2002,"2,195.0",16.1,"1,672.0",19.1,"3,901.8","2,164.0",15.6,"1,654.0",18.4,"3,852.0","2,751.8",47.3,491.3,"3,300.5","7,152.5"
Mar-2002,"2,059.0",15.0,"1,581.0",22.2,"3,677.7","2,028.0",14.6,"1,563.0",21.6,"3,627.0","2,585.1",42.8,447.2,"3,085.9","6,712.9"
Feb-2002,"1,987.0",14.3,"1,482.0",17.8,"3,502.1","1,956.0",13.9,"1,465.0",17.0,"3,452.0","2,453.6",40.8,448.2,"2,952.7","6,404.7"
Jan-2002,"2,331.0",16.9,"1,717.0",17.7,"4,082.5","2,296.0",16.4,"1,698.0",17.1,"4,027.0","2,779.9",48.0,482.7,"3,322.0","7,349.0"
Dec-2001,"2,110.0",16.0,"1,668.0",19.0,"3,813.6","2,078.0",15.0,"1,648.0",18.0,"3,759.0","2,464.8",40.9,419.8,"2,935.4","6,694.4"
Nov-2001,"2,201.0",16.0,"1,733.0",20.0,"3,970.1","2,171.0",16.0,"1,715.0",19.0,"3,920.0","2,500.7",39.4,493.0,"3,043.4","6,963.4"
Oct-2001,"2,389.0",18.0,"1,838.0",20.0,"4,265.1","2,353.0",17.0,"1,818.0",19.0,"4,206.0","2,897.2",47.0,541.3,"3,497.6","7,703.6"
Sep-2001,"2,121.0",15.0,"1,513.0",16.0,"3,665.7","2,090.0",14.0,"1,492.0",16.0,"3,612.0","2,438.7",40.9,429.1,"2,919.3","6,531.3"
Aug-2001,"2,425.0",17.0,"1,600.0",19.0,"4,060.5","2,396.0",17.0,"1,579.0",18.0,"4,009.0","2,850.7",46.6,494.9,"3,404.2","7,413.2"
Jul-2001,"2,177.0",16.0,"1,435.0",17.0,"3,644.7","2,150.0",15.0,"1,416.0",16.0,"3,597.0","2,592.8",42.5,470.1,"3,116.6","6,713.6"
Jun-2001,"2,269.0",16.0,"1,458.0",16.0,"3,758.7","2,241.0",15.0,"1,439.0",16.0,"3,711.0","2,636.6",44.0,463.9,"3,155.5","6,866.5"
May-2001,"2,294.0",16.0,"1,555.0",17.0,"3,881.7","2,265.0",15.0,"1,535.0",16.0,"3,832.0","2,835.6",45.6,488.3,"3,381.3","7,213.3"
Apr-2001,"1,939.0",15.0,"1,533.0",20.0,"3,507.5","1,910.0",15.0,"1,514.0",19.0,"3,458.0","2,515.7",42.2,428.8,"2,997.9","6,455.9"
Mar-2001,"2,096.0",16.0,"1,626.0",23.0,"3,762.3","2,065.0",16.0,"1,606.0",23.0,"3,710.0","2,588.6",44.4,462.0,"3,105.8","6,815.8"
Feb-2001,"1,881.0",16.0,"1,486.0",17.0,"3,399.9","1,852.0",15.0,"1,467.0",17.0,"3,351.0","2,322.2",39.7,409.3,"2,781.1","6,132.1"
Jan-2001,"2,205.0",18.0,"1,693.0",19.0,"3,934.7","2,172.0",17.0,"1,672.0",18.0,"3,880.0","2,622.2",42.7,461.2,"3,137.6","7,017.6"
Dec-2000,"1,997.0",18.0,"1,579.0",21.0,"3,614.7","1,966.0",17.0,"1,557.0",20.0,"3,561.0","2,357.7",,403.4,"2,807.0","6,368.0"
Nov-2000,"2,169.0",18.0,"1,714.0",20.0,"3,920.5","2,138.0",18.0,"1,693.0",20.0,"3,869.0","2,553.3",,482.3,"3,088.3","6,957.3"
Oct-2000,"2,345.0",18.0,"1,717.0",18.0,"4,099.2","2,310.0",18.0,"1,694.0",18.0,"4,039.0","2,632.5",,499.6,"3,187.6","7,226.6"
Sep-2000,"2,275.0",17.0,"1,554.0",17.0,"3,862.9","2,244.0",16.0,"1,533.0",17.0,"3,810.0","2,421.8",,427.8,"2,900.7","6,710.7"
Aug-2000,"2,437.0",17.0,"1,643.0",18.0,"4,115.8","2,407.0",17.0,"1,620.0",17.0,"4,061.0","2,754.4",,486.6,"3,303.2","7,364.2"
Jul-2000,"2,202.0",18.0,"1,409.0",16.0,"3,645.1","2,175.0",16.0,"1,389.0",15.0,"3,595.0","2,417.7",,425.9,"2,897.7","6,492.7"
Jun-2000,"2,369.0",18.0,"1,538.0",17.0,"3,942.7","2,341.0",17.0,"1,517.0",17.0,"3,892.0","2,672.2",,483.4,"3,215.6","7,107.6"
May-2000,"2,303.0",19.0,"1,542.0",17.0,"3,880.9","2,273.0",18.0,"1,520.0",17.0,"3,828.0","2,741.7",,492.3,"3,293.3","7,121.3"
Apr-2000,"2,027.0",17.0,"1,398.0",23.0,"3,464.9","1,997.0",15.0,"1,378.0",23.0,"3,413.0","2,340.4",,416.5,"2,807.2","6,220.2"
Mar-2000,"2,300.0",20.0,"1,704.0",24.0,"4,048.2","2,268.0",18.0,"1,683.0",23.0,"3,993.0","2,687.9",,469.7,"3,216.5","7,209.5"
Feb-2000,"2,175.0",18.0,"1,558.0",20.0,"3,770.7","2,143.0",17.0,"1,537.0",20.0,"3,716.0","2,487.9",,414.9,"2,954.3","6,670.3"
Jan-2000,"2,178.0",17.0,"1,572.0",19.0,"3,785.6","2,143.0",17.0,"1,550.0",19.0,"3,728.0","2,427.6",,399.9,"2,880.0","6,608.0"
Dec-1999,"2,113.0",20.0,"1,705.0",24.0,"3,862.2","2,077.0",20.0,"1,679.0",23.0,"3,798.0","2,466.0",,430.0,"2,953.0","6,751.0"
Nov-1999,"2,144.0",19.0,"1,707.0",22.0,"3,891.8","2,111.0",18.0,"1,683.0",21.0,"3,832.0","2,420.1",,490.0,"2,960.7","6,792.7"
Oct-1999,"2,265.0",19.0,"1,698.0",20.0,"4,000.7","2,229.0",18.0,"1,675.0",19.0,"3,941.0","2,481.0",,472.6,"3,010.6","6,951.6"
Sep-1999,"2,275.0",20.0,"1,618.0",19.0,"3,932.5","2,243.0",19.0,"1,594.0",19.0,"3,876.0","2,497.9",,454.9,"3,008.4","6,884.4"
Aug-1999,"2,307.0",20.0,"1,565.0",19.0,"3,910.2","2,277.0",19.0,"1,540.0",18.0,"3,854.0","2,516.4",,468.8,"3,041.9","6,895.9"
Jul-1999,"2,256.0",19.0,"1,489.0",17.0,"3,780.7","2,229.0",18.0,"1,469.0",17.0,"3,732.0","2,471.4",,438.2,"2,965.4","6,697.4"
Jun-1999,"2,321.0",19.0,"1,584.0",17.0,"3,940.2","2,290.0",18.0,"1,560.0",17.0,"3,885.0","2,587.7",,455.6,"3,101.3","6,986.3"
May-1999,"2,151.0",17.0,"1,417.0",18.0,"3,603.3","2,122.0",16.0,"1,396.0",17.0,"3,552.0","2,476.0",,440.8,"2,972.8","6,524.8"
Apr-1999,"2,155.0",18.0,"1,629.0",21.0,"3,822.4","2,123.0",17.0,"1,604.0",20.0,"3,765.0","2,528.1",,439.3,"3,024.1","6,789.1"
Mar-1999,"2,231.0",20.0,"1,737.0",29.0,"4,017.1","2,196.0",20.0,"1,707.0",28.0,"3,951.0","2,607.4",,431.7,"3,098.5","7,049.5"
Feb-1999,"1,998.0",17.0,"1,501.0",20.0,"3,536.6","1,965.0",17.0,"1,473.0",20.0,"3,474.0","2,263.8",,363.8,"2,678.0","6,152.0"
Jan-1999,"2,170.0",18.0,"1,628.0",18.0,"3,832.9","2,136.0",17.0,"1,597.0",17.0,"3,767.0","2,425.7",,410.9,"2,891.7","6,658.7"
Dec-1998,"2,100.0",22.0,"1,799.0",23.0,"3,943.7","2,065.0",21.0,"1,766.0",23.0,"3,875.0","2,395.3",,431.1,"2,882.6","6,757.6"
Nov-1998,"2,003.0",19.0,"1,683.0",19.0,"3,724.7","1,971.0",18.0,"1,657.0",19.0,"3,665.0","2,192.4",,461.6,"2,700.4","6,365.4"
Oct-1998,"2,236.0",21.0,"1,757.0",20.0,"4,034.8","2,199.0",20.0,"1,731.0",20.0,"3,970.0","2,496.9",,474.3,"3,027.0","6,997.0"
Sep-1998,"2,197.0",22.0,"1,591.0",19.0,"3,828.4","2,166.0",21.0,"1,565.0",18.0,"3,770.0","2,322.1",,429.5,"2,804.3","6,574.3"
Aug-1998,"2,228.0",20.0,"1,505.0",17.0,"3,769.5","2,197.0",19.0,"1,481.0",16.0,"3,713.0","2,265.7",,413.2,"2,732.0","6,445.0"
Jul-1998,"2,213.0",21.0,"1,529.0",18.0,"3,781.2","2,183.0",20.0,"1,506.0",17.0,"3,727.0","2,354.1",,459.3,"2,869.0","6,596.0"
Jun-1998,"2,248.0",20.0,"1,444.0",20.0,"3,731.9","2,215.0",19.0,"1,422.0",19.0,"3,676.0","2,347.3",,457.9,"2,862.6","6,538.6"
May-1998,"2,123.0",19.0,"1,419.0",19.0,"3,580.1","2,094.0",18.0,"1,398.0",19.0,"3,529.0","2,259.6",,421.2,"2,736.1","6,265.1"
Apr-1998,"2,090.0",20.0,"1,566.0",25.0,"3,701.1","2,059.0",19.0,"1,545.0",25.0,"3,647.0","2,383.2",,446.9,"2,887.9","6,534.9"
Mar-1998,"2,081.0",23.0,"1,596.0",26.0,"3,725.9","2,049.0",22.0,"1,572.0",26.0,"3,669.0","2,332.6",,440.9,"2,823.2","6,492.2"
Feb-1998,"1,977.0",21.0,"1,457.0",21.0,"3,476.3","1,945.0",21.0,"1,437.0",20.0,"3,424.0","2,144.9",,410.9,"2,603.4","6,027.4"
Jan-1998,"2,157.0",24.0,"1,634.0",21.0,"3,835.6","2,122.0",23.0,"1,612.0",20.0,"3,777.0","2,368.5",,433.7,"2,856.9","6,633.9"
Dec-1997,"2,024.0",26.0,"1,641.0",23.0,"3,714.1","1,987.0",26.0,"1,614.0",23.0,"3,650.0","2,305.6",,460.4,"2,816.9","6,466.9"
Nov-1997,"1,934.0",24.0,"1,473.0",20.0,"3,450.3","1,899.0",23.0,"1,449.0",20.0,"3,391.0","2,025.5",,453.5,"2,524.9","5,915.9"
Oct-1997,"2,300.0",28.0,"1,652.0",22.0,"4,002.7","2,262.0",27.0,"1,627.0",21.0,"3,938.0","2,500.0",,513.7,"3,071.3","7,009.3"
Sep-1997,"2,126.0",28.0,"1,490.0",21.0,"3,664.4","2,092.0",27.0,"1,466.0",20.0,"3,605.0","2,283.9",,462.6,"2,797.6","6,402.6"
Aug-1997,"2,221.0",25.0,"1,352.0",19.0,"3,617.7","2,188.0",25.0,"1,328.0",18.0,"3,560.0","2,272.4",,456.3,"2,776.4","6,336.4"
Jul-1997,"2,256.0",27.0,"1,354.0",20.0,"3,657.3","2,224.0",27.0,"1,331.0",20.0,"3,602.0","2,307.3",,491.8,"2,853.7","6,455.7"
Jun-1997,"2,132.0",26.0,"1,312.0",21.0,"3,491.6","2,100.0",25.0,"1,290.0",20.0,"3,435.0","2,239.7",,483.3,"2,778.5","6,213.5"
May-1997,"2,189.0",26.0,"1,332.0",22.0,"3,568.4","2,157.0",25.0,"1,311.0",21.0,"3,515.0","2,343.8",,468.5,"2,869.2","6,384.2"
Apr-1997,"2,095.0",28.0,"1,446.0",22.0,"3,591.5","2,062.0",27.0,"1,424.0",21.0,"3,534.0","2,353.9",,452.2,"2,860.2","6,394.2"
Mar-1997,"1,966.0",28.0,"1,422.0",26.0,"3,441.4","1,930.0",27.0,"1,398.0",26.0,"3,381.0","2,170.6",,401.9,"2,621.9","6,002.9"
Feb-1997,"1,919.0",27.0,"1,309.0",21.0,"3,275.8","1,882.0",26.0,"1,286.0",21.0,"3,214.0","2,097.8",,391.7,"2,535.6","5,749.6"
Jan-1997,"2,222.0",31.0,"1,461.0",20.0,"3,733.0","2,180.0",30.0,"1,437.0",19.0,"3,666.0","2,370.2",,442.1,"2,866.3","6,532.3"
Dec-1996,"1,950.0",31.0,"1,429.0",22.0,"3,432.8","1,908.0",30.0,"1,402.0",22.0,"3,362.0","2,099.8",,410.9,"2,555.6","5,917.6"
Nov-1996,"1,955.0",30.0,"1,429.0",21.0,"3,434.5","1,917.0",29.0,"1,405.0",21.0,"3,370.0","2,013.2",,468.4,"2,521.5","5,891.5"
Oct-1996,"2,179.0",34.0,"1,591.0",23.0,"3,827.3","2,137.0",32.0,"1,563.0",23.0,"3,755.0","2,414.3",,523.4,"2,995.5","6,750.5"
Sep-1996,"1,934.0",31.0,"1,408.0",20.0,"3,392.0","1,897.0",30.0,"1,383.0",19.0,"3,329.0","2,117.0",,444.4,"2,612.1","5,941.1"
Aug-1996,"2,262.0",32.0,"1,395.0",20.0,"3,709.0","2,225.0",31.0,"1,368.0",19.0,"3,643.0","2,277.8",,481.6,"2,803.7","6,446.7"
Jul-1996,"2,194.0",32.0,"1,340.0",20.0,"3,587.1","2,156.0",31.0,"1,316.0",20.0,"3,522.0","2,233.3",,489.0,"2,773.1","6,295.1"
Jun-1996,"2,186.0",29.0,"1,206.0",18.0,"3,438.5","2,148.0",27.0,"1,184.0",17.0,"3,377.0","2,069.8",,456.1,"2,574.4","5,951.4"
May-1996,"2,302.0",30.0,"1,413.0",21.0,"3,766.2","2,263.0",29.0,"1,389.0",21.0,"3,701.0","2,299.4",,485.2,"2,836.2","6,537.2"
Apr-1996,"2,154.0",28.0,"1,485.0",25.0,"3,693.1","2,114.0",28.0,"1,460.0",25.0,"3,626.0","2,201.7",,436.6,"2,690.1","6,316.1"
Mar-1996,"2,035.0",30.0,"1,422.0",27.0,"3,514.0","1,996.0",29.0,"1,396.0",27.0,"3,449.0","2,155.2",,424.7,"2,630.5","6,079.5"
Feb-1996,"2,048.0",30.0,"1,417.0",24.0,"3,519.4","2,009.0",29.0,"1,391.0",23.0,"3,453.0","2,168.4",,429.4,"2,647.2","6,100.2"
Jan-1996,"2,220.0",30.0,"1,550.0",23.0,"3,823.8","2,177.0",29.0,"1,523.0",22.0,"3,752.0","2,286.5",,415.8,"2,755.3","6,507.3"
Dec-1995,"1,998.0",26.0,"1,507.0",23.0,"3,554.5","1,957.0",25.0,"1,477.0",22.0,"3,482.0","2,018.5",,396.8,"2,460.2","5,942.2"
Nov-1995,"2,098.0",27.0,"1,608.0",23.0,"3,755.9","2,059.0",25.0,"1,580.0",23.0,"3,687.0","2,082.9",,466.7,"2,597.5","6,284.5"
Oct-1995,"2,181.0",27.0,"1,574.0",22.0,"3,804.6","2,139.0",26.0,"1,545.0",22.0,"3,731.0","2,234.8",,483.0,"2,771.6","6,502.6"
Sep-1995,"2,220.0",26.0,"1,438.0",21.0,"3,704.6","2,185.0",25.0,"1,411.0",21.0,"3,641.0","2,055.9",,424.0,"2,526.5","6,167.5"
Aug-1995,"2,316.0",26.0,"1,504.0",23.0,"3,868.7","2,281.0",25.0,"1,475.0",22.0,"3,803.0","2,181.0",,451.7,"2,679.2","6,482.2"
Jul-1995,"2,089.0",24.0,"1,299.0",19.0,"3,431.7","2,059.0",24.0,"1,274.0",19.0,"3,375.0","1,944.9",,413.1,"2,403.5","5,778.5"
Jun-1995,"2,285.0",26.0,"1,464.0",22.0,"3,797.5","2,254.0",25.0,"1,437.0",22.0,"3,737.0","2,232.0",,482.1,"2,767.2","6,504.2"
May-1995,"2,186.0",26.0,"1,525.0",23.0,"3,759.9","2,153.0",25.0,"1,495.0",23.0,"3,696.0","2,211.6",,443.4,"2,708.6","6,404.6"
Apr-1995,"1,854.0",22.0,"1,404.0",27.0,"3,308.3","1,821.0",22.0,"1,377.0",27.0,"3,246.0","1,912.6",,371.9,"2,334.1","5,580.1"
Mar-1995,"2,067.0",27.0,"1,634.0",30.0,"3,757.6","2,033.0",26.0,"1,605.0",30.0,"3,693.0","2,196.7",,435.8,"2,685.4","6,378.4"
Feb-1995,"1,811.0",24.0,"1,354.0",24.0,"3,212.6","1,779.0",23.0,"1,326.0",23.0,"3,151.0","1,890.4",,371.2,"2,309.5","5,460.5"
Jan-1995,"2,010.0",27.0,"1,500.0",24.0,"3,561.8","1,972.0",27.0,"1,466.0",24.0,"3,488.0","2,059.4",,389.1,"2,499.0","5,987.0"
Dec-1994,"2,020.0",26.0,"1,642.0",26.0,"3,715.0","1,984.0",26.0,"1,603.0",25.0,"3,638.0","1,979.2",,397.5,"2,428.1","6,066.1"
Nov-1994,"1,978.0",25.0,"1,639.0",24.0,"3,666.0","1,942.0",25.0,"1,604.0",24.0,"3,594.0","1,986.4",,453.9,"2,487.1","6,081.1"
Oct-1994,"2,116.0",25.0,"1,631.0",23.0,"3,796.5","2,077.0",25.0,"1,596.0",23.0,"3,721.0","2,062.9",,459.1,"2,571.4","6,292.4"
Sep-1994,"2,135.0",23.0,"1,539.0",23.0,"3,721.3","2,102.0",23.0,"1,508.0",23.0,"3,656.0","2,079.1",,447.7,"2,577.8","6,233.8"
Aug-1994,"2,215.0",24.0,"1,493.0",24.0,"3,756.1","2,181.0",23.0,"1,462.0",23.0,"3,689.0","2,206.2",,483.6,"2,741.6","6,430.6"
Jul-1994,"2,027.0",21.0,"1,294.0",19.0,"3,360.9","1,997.0",21.0,"1,269.0",18.0,"3,305.0","1,881.5",,405.6,"2,333.4","5,638.4"
Jun-1994,"2,156.0",24.0,"1,411.0",24.0,"3,615.3","2,125.0",23.0,"1,383.0",24.0,"3,555.0","2,073.3",,457.9,"2,586.4","6,141.4"
May-1994,"1,985.0",22.0,"1,396.0",28.0,"3,431.0","1,954.0",22.0,"1,369.0",27.0,"3,372.0","1,986.5",,415.6,"2,454.1","5,826.1"
Apr-1994,"1,901.0",22.0,"1,432.0",27.0,"3,381.1","1,869.0",21.0,"1,404.0",26.0,"3,321.0","1,924.3",,380.6,"2,356.7","5,677.7"
